name,price,depreciation,mileage,brand,carage,brand_encoded,price_scaled,mileage_scaled,depreciation_scaled,carage_scaled,Cluster_KMeans
Mitsubishi Evolution 10 GSR SST (COE till 03/2029),98800.0,22740.0,0.0,mitsubishi,16.0,38,0.37351190476190477,-1.0256410256410255,1.2266244057052298,2.0,0
Mercedes-Benz C-Class C180K (COE till 03/2031),75800.0,11950.0,105000.0,mercedes-benz,14.0,35,0.03125,0.32051282051282054,-0.48335974643423135,1.5,0
Toyota Prius Hybrid 1.8A S,65800.0,13290.0,0.0,toyota,6.0,58,-0.11755952380952381,-1.0256410256410255,-0.27099841521394613,-0.5,2
Renault Megane Sedan 1.2A Privilege TCe,47800.0,11900.0,0.0,renault,7.0,48,-0.3854166666666667,-1.0256410256410255,-0.49128367670364503,-0.25,2
Mercedes-Benz E-Class E250 (COE till 09/2031),77800.0,11360.0,85000.0,mercedes-benz,14.0,35,0.06101190476190476,0.0641025641025641,-0.5768621236133122,1.5,0
Honda CR-V 1.5A Turbo 7-Seater,112000.0,19800.0,66800.0,honda,6.0,21,0.5699404761904762,-0.16923076923076924,0.7606973058637084,-0.5,3
Mercedes-Benz GLA-Class GLA200 AMG Line,189100.0,19950.0,19000.0,mercedes-benz,2.0,35,1.7172619047619047,-0.782051282051282,0.7844690966719493,-1.5,0
BMW 5 Series 523i (COE till 12/2030),64900.0,10660.0,0.0,bmw,15.0,7,-0.13095238095238096,-1.0256410256410255,-0.687797147385103,1.75,1
MINI Cooper S Electric Sunroof,119800.0,17680.0,29999.999999999993,mini,4.0,37,0.6860119047619048,-0.6410256410256411,0.4247226624405705,-1.0,0
Audi Q2 1.4A TFSI CoD S-tronic,78900.0,15220.0,66658.0,audi,6.0,4,0.07738095238095238,-0.17105128205128206,0.03486529318541997,-0.5,1
Kia Cerato 1.6A SX Sunroof,56800.0,11850.0,80000.0,kia,7.0,28,-0.25148809523809523,0.0,-0.49920760697305866,-0.25,3
Toyota Wish 1.8A (COE till 02/2029),47000.0,11030.0,160000.0,toyota,16.0,58,-0.39732142857142855,1.0256410256410255,-0.6291600633914421,2.0,2
Audi e-tron Electric 50 Quattro,218800.0,24920.0,3600.0,audi,3.0,4,2.1592261904761907,-0.9794871794871794,1.572107765451664,-1.25,1
BMW 1 Series 118i 5DR Sport,90800.0,16670.0,73700.0,bmw,6.0,7,0.2544642857142857,-0.08076923076923077,0.26465927099841524,-0.5,1
BMW M5 Sunroof (COE till 10/2032),145888.0,18390.0,99000.0,bmw,13.0,7,1.0742261904761905,0.24358974358974358,0.5372424722662441,1.25,1
Mercedes-Benz CLA-Class CLA180 Shooting Brake,38500.0,14720.0,96300.0,mercedes-benz,9.0,35,-0.5238095238095238,0.20897435897435898,-0.044374009508716325,0.25,0
BMW 2 Series 218i Active Tourer,138800.0,16430.0,40000.0,bmw,3.0,7,0.96875,-0.5128205128205128,0.2266244057052298,-1.25,1
BMW X1 sDrive20i M-Sport,132800.0,18940.0,76442.0,bmw,5.0,7,0.8794642857142857,-0.04561538461538461,0.624405705229794,-0.75,1
Mazda 5 2.0A Sunroof,41500.0,13580.0,76012.0,mazda,8.0,34,-0.4791666666666667,-0.05112820512820513,-0.22503961965134706,0.0,0
Kia Cerato K3 1.6A,41800.0,11870.0,75228.0,kia,8.0,28,-0.47470238095238093,-0.06117948717948718,-0.4960380348652932,0.0,3
Audi A3 Sportback 1.4A TFSI S-tronic Ambiente (COE till 05/2029),56600.0,12540.0,137000.0,audi,11.0,4,-0.2544642857142857,0.7307692307692307,-0.3898573692551506,0.75,1
Honda Shuttle 1.5A G LED Honda Sensing,101888.0,13950.0,66863.0,honda,3.0,21,0.41946428571428573,-0.16842307692307693,-0.1664025356576862,-1.25,3
Mercedes-Benz C-Class C180 Avantgarde,82800.0,19110.0,73000.0,mercedes-benz,7.0,35,0.13541666666666666,-0.08974358974358974,0.6513470681458003,-0.25,0
Audi A4 1.8A TFSI MU (COE till 04/2031),72800.0,11380.0,156000.0,audi,14.0,4,-0.013392857142857142,0.9743589743589743,-0.5736925515055468,1.5,1
BMW 5 Series 523i (COE till 03/2027),23800.0,10160.0,0.0,bmw,18.0,7,-0.7425595238095238,-1.0256410256410255,-0.7670364500792393,2.5,1
Honda Grace Hybrid 1.5A DX,27000.0,12300.0,0.0,honda,9.0,21,-0.6949404761904762,-1.0256410256410255,-0.42789223454833597,0.25,3
Mercedes-Benz A-Class A200 AMG Line,160800.0,18490.0,46500.0,mercedes-benz,3.0,35,1.2961309523809523,-0.42948717948717946,0.5530903328050714,-1.25,0
BMW 5 Series 535i Sunroof (COE till 11/2030),85800.0,14270.0,0.0,bmw,14.0,7,0.1800595238095238,-1.0256410256410255,-0.11568938193343899,1.5,1
Volkswagen Golf 1.4A TSI,22800.0,19690.0,0.0,volkswagen,10.0,61,-0.7574404761904762,-1.0256410256410255,0.7432646592709984,0.5,2
Mercedes-Benz A-Class A180 (New 5-yr COE),66800.0,13350.0,120000.0,mercedes-benz,11.0,35,-0.10267857142857142,0.5128205128205128,-0.26148969889064977,0.75,0
Honda Vezel Hybrid 1.5A X,78800.0,14770.0,73000.0,honda,6.0,21,0.07589285714285714,-0.08974358974358974,-0.03645007923930269,-0.5,3
Mercedes-Benz C-Class C200 Mild Hybrid AMG Line Premium,180800.0,21470.0,39000.0,mercedes-benz,4.0,35,1.59375,-0.5256410256410257,1.0253565768621236,-1.0,0
BMW 5 Series 530i SE,119800.0,22010.0,65000.0,bmw,7.0,7,0.6860119047619048,-0.19230769230769232,1.1109350237717908,-0.25,1
BMW 2 Series 218i Gran Coupe,123000.0,16060.0,56438.0,bmw,4.0,7,0.7336309523809523,-0.3020769230769231,0.16798732171156894,-1.0,1
Mercedes-Benz GLB-Class GLB200 Sport,186000.0,21700.0,33191.0,mercedes-benz,3.0,35,1.6711309523809523,-0.6001153846153846,1.0618066561014263,-1.25,0
Mercedes-Benz C-Class C180 Avantgarde (COE till 08/2034),122800.0,12570.0,0.0,mercedes-benz,11.0,35,0.7306547619047619,-1.0256410256410255,-0.38510301109350237,0.75,0
BMW X1 sDrive18i M-Sport,155000.0,18210.0,30771.000000000007,bmw,3.0,7,1.2098214285714286,-0.6311410256410256,0.508716323296355,-1.25,1
Honda Jazz 1.3A,78000.0,12610.0,62413.0,honda,5.0,21,0.06398809523809523,-0.22547435897435897,-0.3787638668779715,-0.75,3
Honda Vezel 1.5A X,73800.0,14050.0,91000.0,honda,6.0,21,0.001488095238095238,0.14102564102564102,-0.15055467511885895,-0.5,3
Honda Jazz 1.5A,54800.0,12610.0,90125.0,honda,7.0,21,-0.28125,0.12980769230769232,-0.3787638668779715,-0.25,3
Audi A3 Sedan 1.0A TFSI S-tronic,75800.0,15470.0,59000.0,audi,6.0,4,0.03125,-0.2692307692307692,0.07448494453248812,-0.5,1
BMW 5 Series 520i,50800.0,22040.0,77000.0,bmw,9.0,7,-0.34077380952380953,-0.038461538461538464,1.115689381933439,0.25,1
Mercedes-Benz B-Class B180 Style,25500.0,13600.0,107000.0,mercedes-benz,10.0,35,-0.7172619047619048,0.34615384615384615,-0.2218700475435816,0.5,0
Mercedes-Benz E-Class E200 CGI (COE till 01/2030),67800.0,13080.0,0.0,mercedes-benz,15.0,35,-0.08779761904761904,-1.0256410256410255,-0.30427892234548337,1.75,0
Mercedes-Benz C-Class C180 Avantgarde,75800.0,18090.0,0.0,mercedes-benz,8.0,35,0.03125,-1.0256410256410255,0.4896988906497623,0.0,0
Kia Sportage 2.0A,42800.0,18450.0,0.0,kia,9.0,28,-0.45982142857142855,-1.0256410256410255,0.5467511885895404,0.25,3
BMW 3 Series 335i Convertible (COE till 09/2031),102800.0,15030.0,0.0,bmw,14.0,7,0.4330357142857143,-1.0256410256410255,0.004754358161648178,1.5,1
Mercedes-Benz A-Class A200 Sunroof (COE till 08/2028),60888.0,16230.0,140000.0,mercedes-benz,12.0,35,-0.1906547619047619,0.7692307692307693,0.1949286846275753,1.0,0
BMW 5 Series 523i (COE till 01/2031),83888.0,13570.0,0.0,bmw,14.0,7,0.15160714285714286,-1.0256410256410255,-0.2266244057052298,1.5,1
Subaru Forester 2.0X (COE till 08/2028),41800.0,11190.0,0.0,subaru,17.0,55,-0.47470238095238093,-1.0256410256410255,-0.6038034865293186,2.25,2
Mercedes-Benz C-Class C180 Avantgarde,90000.0,21490.0,121000.0,mercedes-benz,7.0,35,0.2425595238095238,0.5256410256410257,1.0285261489698891,-0.25,0
Toyota Rav4 Hybrid 2.5A X,179800.0,21680.0,16200.0,toyota,3.0,58,1.5788690476190477,-0.8179487179487179,1.058637083993661,-1.25,2
Toyota Yaris Cross 1.5A X,139988.0,13610.0,50.0,toyota,1.0,58,0.9864285714285714,-1.025,-0.2202852614896989,-1.75,2
Mercedes-Benz SLK-Class SLK200K (COE till 08/2030),71800.0,12460.0,138000.0,mercedes-benz,15.0,35,-0.028273809523809524,0.7435897435897436,-0.40253565768621236,1.75,0
Mitsubishi Lancer EX 2.0A GT (COE till 05/2028),50000.0,14540.0,0.0,mitsubishi,17.0,38,-0.35267857142857145,-1.0256410256410255,-0.07290015847860538,2.25,0
Kia Carens Diesel 1.7A,58800.0,12460.0,0.0,kia,7.0,28,-0.22172619047619047,-1.0256410256410255,-0.40253565768621236,-0.25,3
Honda Crossroad 1.8A L (COE till 03/2029),57800.0,13430.0,203000.0,honda,16.0,21,-0.23660714285714285,1.5769230769230769,-0.24881141045958796,2.0,3
BYD Atto 3 Electric Extended Range,151800.0,16110.0,112.00000000001455,byd,1.0,8,1.162202380952381,-1.024205128205128,0.17591125198098256,-1.75,1
Infiniti Q50 2.0A T Luxe Sunroof,77800.0,14860.0,94500.0,infiniti,7.0,24,0.06101190476190476,0.1858974358974359,-0.022187004754358162,-0.25,3
Volkswagen Jetta GP 1.4A TSI Highline,45000.0,13720.0,95000.0,volkswagen,8.0,61,-0.4270833333333333,0.19230769230769232,-0.20285261489698891,0.0,2
BMW X3 Plug-in Hybrid xDrive30e,194800.0,24310.0,42663.0,bmw,4.0,7,1.8020833333333333,-0.47867948717948716,1.4754358161648178,-1.0,1
BMW 2 Series 216i Gran Tourer Luxury,114800.0,16240.0,66000.0,bmw,5.0,7,0.6116071428571429,-0.1794871794871795,0.196513470681458,-0.75,1
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,117800.0,18230.0,95963.0,nissan,5.0,40,0.65625,0.20465384615384616,0.5118858954041204,-0.75,0
Mitsubishi Attrage 1.2A,39900.0,10950.0,106705.0,mitsubishi,7.0,38,-0.5029761904761905,0.34237179487179487,-0.6418383518225039,-0.25,0
Mercedes-Benz B-Class B170 (COE till 10/2028),43800.0,11160.0,149855.0,mercedes-benz,17.0,35,-0.44494047619047616,0.895576923076923,-0.6085578446909667,2.25,0
Toyota Camry 2.0A (COE till 05/2030),55800.0,10200.0,0.0,toyota,15.0,58,-0.2663690476190476,-1.0256410256410255,-0.7606973058637084,1.75,2
Mercedes-Benz SL-Class SL350 (COE till 09/2030),98300.0,16510.0,87000.0,mercedes-benz,15.0,35,0.36607142857142855,0.08974358974358974,0.2393026941362916,1.75,0
Volvo XC60 Mild Hybrid B5 R-Design,188800.0,23560.0,29200.0,volvo,4.0,62,1.712797619047619,-0.6512820512820513,1.3565768621236134,-1.0,2
BMW 7 Series 740Li Sunroof (COE till 11/2030),77800.0,12940.0,122800.0,bmw,15.0,7,0.06101190476190476,0.5487179487179488,-0.3264659270998415,1.75,1
Toyota Alphard 2.5A S C-Package Moonroof,148800.0,26530.0,81000.0,toyota,6.0,58,1.1175595238095237,0.01282051282051282,1.827258320126783,-0.5,2
Kia Cerato Forte 1.6A SX (COE till 02/2026),12987.999999999993,10330.0,157000.0,kia,14.0,28,-0.903452380952381,0.9871794871794872,-0.7400950871632329,1.5,3
BMW X5 xDrive40i xLine 7-Seater,228800.0,29880.0,58559.0,bmw,5.0,7,2.3080357142857144,-0.2748846153846154,2.358161648177496,-0.75,1
Renault Grand Scenic Diesel 1.5A dCi BOSE Edition Sunroof,69800.0,12870.0,122444.0,renault,6.0,48,-0.05803571428571429,0.5441538461538461,-0.3375594294770206,-0.5,2
BMW X1 sDrive18i xLine,162800.0,17940.0,48000.0,bmw,3.0,7,1.3258928571428572,-0.41025641025641024,0.4659270998415214,-1.25,1
BMW X4 xDrive20i M-Sport Sunroof,73800.0,23060.0,120000.0,bmw,8.0,7,0.001488095238095238,0.5128205128205128,1.277337559429477,0.0,1
Honda HR-V 1.5A LX,96588.0,14130.0,54000.0,honda,5.0,21,0.3405952380952381,-0.3333333333333333,-0.13787638668779714,-0.75,3
Toyota Prius C Hybrid 1.5A (COE till 08/2028),43800.0,11810.0,99000.0,toyota,12.0,58,-0.44494047619047616,0.24358974358974358,-0.5055467511885895,1.0,2
Mercedes-Benz B-Class B180 Style,37800.0,14340.0,114000.0,mercedes-benz,9.0,35,-0.5342261904761905,0.4358974358974359,-0.1045958795562599,0.25,0
Lexus IS Turbo IS300 Executive,85588.0,19830.0,81000.0,lexus,7.0,30,0.1769047619047619,0.01282051282051282,0.7654516640253566,-0.25,0
Mercedes-Benz E-Class E200 Exclusive,113800.0,21280.0,109000.0,mercedes-benz,7.0,35,0.5967261904761905,0.3717948717948718,0.9952456418383518,-0.25,0
Toyota Corolla Fielder 1.5A X,20500.0,13370.0,103181.0,toyota,9.0,58,-0.7916666666666666,0.2971923076923077,-0.2583201267828843,0.25,2
Audi A5 Sportback 2.0A TFSI S-tronic Design,122333.0,19500.0,76612.0,audi,6.0,4,0.7237053571428571,-0.04343589743589744,0.7131537242472267,-0.5,1
Jaguar XF 3.0A Premium Luxury (COE till 10/2028),41800.0,10770.0,151790.0,jaguar,17.0,26,-0.47470238095238093,0.9203846153846154,-0.6703645007923931,2.25,3
Honda HR-V 1.5A LX,89800.0,13810.0,44000.0,honda,5.0,21,0.23958333333333334,-0.46153846153846156,-0.18858954041204437,-0.75,3
BYD Atto 3 Electric Extended Range,148800.0,16080.0,22100.0,byd,1.0,8,1.1175595238095237,-0.7423076923076923,0.17115689381933438,-1.75,1
Subaru XV 1.6i-S,28988.0,13120.0,89000.0,subaru,9.0,55,-0.6653571428571429,0.11538461538461539,-0.2979397781299525,0.25,2
MG HS 1.5A Turbo Panoramic Roof,103800.0,14830.0,66350.0,mg,4.0,36,0.4479166666666667,-0.175,-0.02694136291600634,-1.0,0
Honda Odyssey 2.4A EX-S,64988.0,20760.0,92000.0,honda,8.0,21,-0.12964285714285714,0.15384615384615385,0.9128367670364501,0.0,3
BMW 2 Series 220i Coupe M-Sport Sunroof,224800.0,23050.0,11100.0,bmw,2.0,7,2.2485119047619047,-0.8833333333333333,1.2757527733755942,-1.5,1
BMW 1 Series 116i M-Sport,143800.0,16320.0,55000.0,bmw,3.0,7,1.0431547619047619,-0.32051282051282054,0.2091917591125198,-1.25,1
Mercedes-Benz C-Class C180 Avantgarde,56300.0,18510.0,106100.0,mercedes-benz,9.0,35,-0.25892857142857145,0.3346153846153846,0.5562599049128367,0.25,0
BMW 3 Series 318i M-Sport Shadow Edition,93800.0,18150.0,65000.0,bmw,7.0,7,0.29910714285714285,-0.19230769230769232,0.49920760697305866,-0.25,1
Mercedes-Benz GLA-Class GLA200 AMG Line Premium Plus,63800.0,18840.0,119937.0,mercedes-benz,8.0,35,-0.14732142857142858,0.5120128205128205,0.6085578446909667,0.0,0
Honda HR-V 1.5A DX,135800.0,16340.0,40800.0,honda,3.0,21,0.9241071428571429,-0.5025641025641026,0.21236133122028525,-1.25,3
Kia Cerato 1.6A EX,64800.0,12370.0,93000.0,kia,6.0,28,-0.1324404761904762,0.16666666666666666,-0.41679873217115687,-0.5,3
Maserati Ghibli S 3.0A (New 10-yr COE),198000.0,19790.0,50000.0,maserati,10.0,32,1.849702380952381,-0.38461538461538464,0.7591125198098256,0.5,0
BMW 1 Series 116d,38800.0,16290.0,129237.0,bmw,9.0,7,-0.5193452380952381,0.6312435897435897,0.20443740095087162,0.25,1
BMW 2 Series 216i Gran Tourer,62800.0,15810.0,133695.0,bmw,8.0,7,-0.16220238095238096,0.6883974358974358,0.12836767036450078,0.0,1
Toyota Prius Plus Hybrid 1.8A,81800.0,15030.0,85000.0,toyota,6.0,58,0.12053571428571429,0.0641025641025641,0.004754358161648178,-0.5,2
Honda Crossroad 1.8A L (COE till 11/2028),41800.0,10570.0,0.0,honda,17.0,21,-0.47470238095238093,-1.0256410256410255,-0.7020602218700476,2.25,3
Hyundai Elantra 1.6A GLS,49800.0,11610.0,95000.0,hyundai,7.0,23,-0.3556547619047619,0.19230769230769232,-0.5372424722662441,-0.25,3
Hyundai Elantra 1.6A GLS S,41800.0,11810.0,80000.0,hyundai,8.0,23,-0.47470238095238093,0.0,-0.5055467511885895,0.0,3
Mercedes-Benz B-Class B180 Style,69688.0,14860.0,99000.0,mercedes-benz,7.0,35,-0.05970238095238095,0.24358974358974358,-0.022187004754358162,-0.25,0
Toyota Camry 2.0A (COE till 09/2029),46800.0,9670.0,0.0,toyota,16.0,58,-0.40029761904761907,-1.0256410256410255,-0.8446909667194928,2.0,2
Honda Civic 1.6A VTi,65500.0,13650.0,0.0,honda,7.0,21,-0.12202380952380952,-1.0256410256410255,-0.21394611727416799,-0.25,3
Audi Q3 Sportback 1.4A TFSI S-tronic,122388.0,19690.0,68000.0,audi,5.0,4,0.7245238095238096,-0.15384615384615385,0.7432646592709984,-0.75,1
Honda Jazz 1.3A,52000.0,12920.0,72100.0,honda,7.0,21,-0.3229166666666667,-0.10128205128205128,-0.329635499207607,-0.25,3
Audi A3 Sportback 1.4A TFSI S-tronic Ambiente (COE till 05/2029),63800.0,14160.0,0.0,audi,11.0,4,-0.14732142857142858,-1.0256410256410255,-0.13312202852614896,0.75,1
Toyota Vellfire 2.5A Z A-Edition (New 10-yr COE),165800.0,16570.0,105000.0,toyota,10.0,58,1.3705357142857142,0.32051282051282054,0.24881141045958796,0.5,2
MINI Cooper Countryman 1.5A,115000.0,20310.0,29000.0,mini,6.0,37,0.6145833333333334,-0.6538461538461539,0.8415213946117274,-0.5,0
Mazda 2 HB 1.5A R (COE till 05/2028),36500.0,10390.0,0.0,mazda,17.0,34,-0.5535714285714286,-1.0256410256410255,-0.7305863708399366,2.25,0
Kia Sorento 2.4A EX (COE till 04/2030),59888.0,11050.0,130000.0,kia,15.0,28,-0.2055357142857143,0.6410256410256411,-0.6259904912836767,1.75,3
Mercedes-Benz E-Class E250 (New 10-yr COE),148800.0,14870.0,116000.0,mercedes-benz,10.0,35,1.1175595238095237,0.46153846153846156,-0.020602218700475437,0.5,0
Toyota Estima 2.4A Aeras Premium Moonroof,45800.0,16610.0,92000.0,toyota,9.0,58,-0.41517857142857145,0.15384615384615385,0.2551505546751189,0.25,2
Hyundai Avante 1.6A GLS Elite,81800.0,12790.0,75000.0,hyundai,5.0,23,0.12053571428571429,-0.0641025641025641,-0.3502377179080824,-0.75,3
Mercedes-Benz E-Class E250 CGI Cabriolet (COE till 08/2030),77888.0,13700.0,163000.0,mercedes-benz,15.0,35,0.06232142857142857,1.064102564102564,-0.20602218700475436,1.75,0
Mazda 5 2.0A Sunroof,25000.0,10890.0,108000.0,mazda,9.0,34,-0.7247023809523809,0.358974358974359,-0.6513470681458003,0.25,0
Lexus ES250 Executive Sunroof,42500.0,16130.0,130000.0,lexus,9.0,30,-0.4642857142857143,0.6410256410256411,0.179080824088748,0.25,0
Nissan Qashqai 1.2A DIG-T,29800.0,10150.0,0.0,nissan,8.0,40,-0.6532738095238095,-1.0256410256410255,-0.768621236133122,0.0,0
BMW 1 Series 118i 5DR,86000.0,15950.0,87400.0,bmw,6.0,7,0.18303571428571427,0.09487179487179487,0.15055467511885895,-0.5,1
Volkswagen Golf 1.4A TSI (COE till 10/2028),51800.0,13180.0,113000.0,volkswagen,11.0,61,-0.32589285714285715,0.4230769230769231,-0.2884310618066561,0.75,2
Toyota Corolla Hatchback Hybrid 1.8A Ascent Sport,97800.0,14630.0,0.0,toyota,4.0,58,0.3586309523809524,-1.0256410256410255,-0.058637083993660855,-1.0,2
BMW 1 Series 116d,61800.0,13190.0,75000.0,bmw,7.0,7,-0.17708333333333334,-0.0641025641025641,-0.2868462757527734,-0.25,1
BMW M3 Convertible (COE till 10/2031),115800.0,16410.0,104000.0,bmw,14.0,7,0.6264880952380952,0.3076923076923077,0.22345483359746435,1.5,1
Peugeot 308CC 1.6A (COE till 08/2029),56000.0,11800.0,0.0,peugeot,16.0,44,-0.26339285714285715,-1.0256410256410255,-0.5071315372424723,2.0,0
Toyota Vellfire 2.4A X (New 10-yr COE),141800.0,14170.0,99000.0,toyota,10.0,58,1.0133928571428572,0.24358974358974358,-0.13153724247226625,0.5,2
Honda Civic 1.6A VTi-S (COE till 10/2031),72500.0,10460.0,0.0,honda,13.0,21,-0.017857142857142856,-1.0256410256410255,-0.7194928684627575,1.25,3
Mercedes-Benz S-Class S500L AMG Line (New 10-yr COE),245800.0,24570.0,73800.0,mercedes-benz,10.0,35,2.5610119047619047,-0.07948717948717948,1.5166402535657686,0.5,0
MINI Cooper S Countryman 2.0A,73500.0,19450.0,0.0,mini,8.0,37,-0.002976190476190476,-1.0256410256410255,0.705229793977813,0.0,0
Renault Scenic Diesel 1.5A dCi,54900.0,10880.0,79810.0,renault,6.0,48,-0.27976190476190477,-0.002435897435897436,-0.652931854199683,-0.5,2
BMW 2 Series 218i Gran Coupe Luxury,133000.0,16390.0,49600.0,bmw,4.0,7,0.8824404761904762,-0.38974358974358975,0.2202852614896989,-1.0,1
Mitsubishi Outlander 2.0A,81800.0,16110.0,86000.0,mitsubishi,6.0,38,0.12053571428571429,0.07692307692307693,0.17591125198098256,-0.5,0
Toyota Corolla Axio 1.5A X (COE till 04/2029),52800.0,11930.0,88265.0,toyota,11.0,58,-0.31101190476190477,0.10596153846153847,-0.4865293185419968,0.75,2
Toyota Wish 1.8A Elegance (New 5-yr COE),69500.0,13890.0,117000.0,toyota,11.0,58,-0.0625,0.47435897435897434,-0.17591125198098256,0.75,2
Toyota Esquire 2.0A Xi,45800.0,19970.0,82000.0,toyota,9.0,58,-0.41517857142857145,0.02564102564102564,0.7876386687797148,0.25,2
Porsche Cayenne 3.6A Tip (COE till 12/2030),103888.0,17030.0,171157.0,porsche,14.0,46,0.4492261904761905,1.1686794871794872,0.32171156893819336,1.5,0
Mercedes-Benz CLS-Class CLS350 Coupe Mild Hybrid Sunroof,205800.0,29960.0,50000.0,mercedes-benz,6.0,35,1.9657738095238095,-0.38461538461538464,2.370839936608558,-0.5,0
Nissan Teana 2.5A Sunroof,21500.0,10460.0,173000.0,nissan,10.0,40,-0.7767857142857143,1.1923076923076923,-0.7194928684627575,0.5,0
BMW 2 Series 216i Gran Tourer,60888.0,13440.0,100000.0,bmw,7.0,7,-0.1906547619047619,0.2564102564102564,-0.24722662440570523,-0.25,1
Toyota Sienta 1.5A Elegance,45000.0,15780.0,125000.0,toyota,8.0,58,-0.4270833333333333,0.5769230769230769,0.12361331220285261,0.0,2
BMW 7 Series 730Li Sunroof (New 10-yr COE),174888.0,17480.0,115000.0,bmw,10.0,7,1.5057738095238096,0.44871794871794873,0.393026941362916,0.5,1
Hyundai Avante 1.6A GLS S,58800.0,11050.0,48000.0,hyundai,6.0,23,-0.22172619047619047,-0.41025641025641024,-0.6259904912836767,-0.5,3
Mercedes-Benz C-Class C180 Avantgarde,71800.0,18550.0,108000.0,mercedes-benz,8.0,35,-0.028273809523809524,0.358974358974359,0.5625990491283677,0.0,0
BMW 7 Series 730Li Sunroof (COE till 12/2030),72000.0,11830.0,148500.0,bmw,15.0,7,-0.025297619047619048,0.8782051282051282,-0.5023771790808241,1.75,1
Honda Vezel 1.5A G Honda Sensing,148500.0,16170.0,4500.0,honda,2.0,21,1.1130952380952381,-0.967948717948718,0.18541996830427893,-1.5,3
Honda Jazz 1.5A RS,13500.0,19610.0,80000.0,honda,10.0,21,-0.8958333333333334,0.0,0.7305863708399366,0.5,3
Honda Civic 1.5A VTEC Turbo Sunroof,79800.0,16650.0,0.0,honda,7.0,21,0.09077380952380952,-1.0256410256410255,0.26148969889064977,-0.25,3
Volvo S60 T2,33800.0,11450.0,123000.0,volvo,9.0,62,-0.59375,0.5512820512820513,-0.5625990491283677,0.25,2
Honda Vezel 1.5A G,113800.0,16140.0,65000.0,honda,4.0,21,0.5967261904761905,-0.19230769230769232,0.18066561014263074,-1.0,3
Volvo V40 T2,26688.0,16380.0,113000.0,volvo,10.0,62,-0.6995833333333333,0.4230769230769231,0.21870047543581617,0.5,2
Mitsubishi Space Star 1.2A Sport,36999.0,10600.0,76800.0,mitsubishi,7.0,38,-0.5461458333333333,-0.041025641025641026,-0.6973058637083994,-0.25,0
Porsche Cayman 2.9A PDK (COE till 09/2031),153800.0,22460.0,134000.0,porsche,14.0,46,1.1919642857142858,0.6923076923076923,1.1822503961965134,1.5,0
Mercedes-Benz GLA-Class GLA200 AMG Line Sunroof,220800.0,21870.0,8000.0,mercedes-benz,2.0,35,2.1889880952380953,-0.9230769230769231,1.0887480190174326,-1.5,0
BMW Z4 sDrive35i (COE till 09/2030),85800.0,14730.0,123699.0,bmw,15.0,7,0.1800595238095238,0.5602435897435898,-0.042789223454833596,1.75,1
Subaru Impreza WRX-S 5D 2.5M (COE till 03/2028),58800.0,17650.0,0.0,subaru,17.0,55,-0.22172619047619047,-1.0256410256410255,0.41996830427892234,2.25,2
BMW M6 Coupe (COE till 11/2032),205800.0,25800.0,100000.0,bmw,13.0,7,1.9657738095238095,0.2564102564102564,1.7115689381933439,1.25,1
Mercedes-Benz C-Class C180 CGI Avantgarde (COE till 04/2028),44998.0,13130.0,223795.0,mercedes-benz,12.0,35,-0.42711309523809526,1.843525641025641,-0.29635499207606975,1.0,0
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,85998.0,15400.0,93630.0,hyundai,6.0,23,0.18300595238095238,0.17474358974358975,0.06339144215530904,-0.5,3
Maserati GranCabrio 4.7A (COE till 02/2032),150800.0,20760.0,101800.0,maserati,13.0,32,1.1473214285714286,0.2794871794871795,0.9128367670364501,1.25,0
Bentley Continental Flying Spur 6.0A (COE till 09/2031),188800.0,20450.0,120000.0,bentley,14.0,6,1.712797619047619,0.5128205128205128,0.8637083993660856,1.5,1
MINI Cooper S 1.6A Sunroof (COE till 04/2030),70888.0,13060.0,0.0,mini,15.0,37,-0.041845238095238095,-1.0256410256410255,-0.3074484944532488,1.75,0
Audi A5 Sportback 2.0A TFSI S-tronic Design,102800.0,19560.0,54500.0,audi,7.0,4,0.4330357142857143,-0.3269230769230769,0.722662440570523,-0.25,1
Mercedes-Benz GLA-Class GLA180 Urban Edition,105800.0,16030.0,47667.0,mercedes-benz,5.0,35,0.47767857142857145,-0.41452564102564105,0.16323296354992076,-0.75,0
Mazda 3 Mild Hybrid 1.5A Classic,139800.0,13870.0,100.0,mazda,1.0,34,0.9836309523809523,-1.0243589743589743,-0.179080824088748,-1.75,0
Volkswagen Passat 1.8A TFSI,88500.0,13980.0,0.0,volkswagen,5.0,61,0.22023809523809523,-1.0256410256410255,-0.16164817749603805,-0.75,2
Mercedes-Benz A-Class A180 Progressive,150888.0,16470.0,29761.0,mercedes-benz,2.0,35,1.1486309523809524,-0.6440897435897436,0.2329635499207607,-1.5,0
Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line 4MATIC,193800.0,26790.0,75000.0,mercedes-benz,5.0,35,1.787202380952381,-0.0641025641025641,1.8684627575277337,-0.75,0
Lexus ES250 Luxury Sunroof,79888.0,16980.0,110000.0,lexus,7.0,30,0.09208333333333334,0.38461538461538464,0.31378763866877973,-0.25,0
BMW Z4 sDrive20i M-Sport,215888.0,27110.0,37061.0,bmw,4.0,7,2.1158928571428572,-0.5505,1.919175911251981,-1.0,1
