price,depreciation,mileage,brand,carage,Cluster
29800.0,11620.0,82000.0,honda,7.0,0
98800.0,27050.0,108000.0,mercedes-benz,7.0,2
73800.0,13650.0,98277.0,honda,5.0,0
102800.0,17560.0,79784.0,bmw,5.0,3
57500.0,13220.0,57600.0,honda,6.0,0
146800.0,23960.0,77000.0,mercedes-benz,5.0,2
182800.0,21910.0,39000.0,mercedes-benz,2.0,2
41800.0,9620.0,145000.0,bmw,15.0,3
66500.0,21700.0,100500.0,mercedes-benz,8.0,2
115800.0,16390.0,36427.0,volkswagen,3.0,1
39800.0,12810.0,69000.0,mitsubishi,7.0,2
83800.0,14990.0,51000.0,audi,5.0,3
23800.0,12000.0,89000.0,kia,8.0,0
59800.0,12860.0,115000.0,honda,6.0,0
82800.0,13080.0,50100.0,hyundai,4.0,0
122800.0,17870.0,53000.0,audi,4.0,3
44800.0,13940.0,106000.0,hyundai,7.0,0
115800.0,12930.0,42500.0,nissan,1.0,2
116800.0,18980.0,59000.0,audi,4.0,3
83800.0,13980.0,65200.0,volkswagen,5.0,1
69800.0,17750.0,87000.0,audi,7.0,3
212800.0,25940.0,68000.0,land,3.0,0
78800.0,14100.0,104000.0,mitsubishi,5.0,2
34800.0,18910.0,86000.0,mercedes-benz,8.0,2
96800.0,19170.0,76795.0,kia,6.0,0
162800.0,19490.0,20999.999999999993,mercedes-benz,2.0,2
222800.0,23910.0,11000.0,mercedes-benz,2.0,2
110800.0,17730.0,83800.0,lexus,5.0,2
24500.0,9910.0,0.0,nissan,8.0,2
113800.0,17420.0,84900.0,subaru,4.0,1
91800.0,13260.0,31781.0,kia,3.0,0
71800.0,14170.0,48782.0,volvo,5.0,1
98988.0,18770.0,35800.0,toyota,5.0,1
36800.0,11840.0,87002.0,nissan,7.0,2
77800.0,13230.0,53437.0,mazda,4.0,2
65800.0,16760.0,63000.0,audi,7.0,3
41800.0,10740.0,160000.0,honda,16.0,0
97500.0,17950.0,93000.0,mercedes-benz,5.0,2
149800.0,24430.0,113000.0,lexus,5.0,2
96800.0,18000.0,49000.0,bmw,5.0,3
189800.0,20130.0,108000.0,bmw,10.0,3
24500.0,9960.0,91726.0,citroen,8.0,3
38500.0,10010.0,140130.0,honda,15.0,0
28800.0,14660.0,146200.0,mazda,9.0,2
34800.0,12050.0,163319.0,mercedes-benz,17.0,2
79800.0,23970.0,0.0,mitsubishi,16.0,2
117800.0,22790.0,105050.0,volvo,6.0,1
77800.0,14810.0,71000.0,renault,5.0,1
150888.0,16740.0,88.0,honda,1.0,0
62800.0,24310.0,102000.0,ford,8.0,0
126000.0,14780.0,26000.0,mini,2.0,2
113555.0,17680.0,58000.0,volvo,4.0,1
159800.0,21490.0,51000.0,lexus,4.0,2
95800.0,17460.0,73000.0,mercedes-benz,5.0,2
112800.0,25710.0,44000.0,bmw,7.0,3
39890.0,13910.0,106000.0,honda,7.0,0
35300.0,18150.0,129800.0,toyota,8.0,1
149800.0,18670.0,59923.0,bmw,3.0,3
86000.0,13380.0,183500.0,mercedes-benz,13.0,2
82800.0,21190.0,112000.0,volvo,7.0,1
53000.0,21550.0,130000.0,audi,9.0,3
190800.0,23610.0,75000.0,mercedes-benz,3.0,2
37500.0,14700.0,120000.0,subaru,8.0,1
102888.0,22150.0,90000.0,bmw,7.0,3
211800.0,21720.0,13358.0,mercedes-benz,1.0,2
99800.0,15470.0,71000.0,mg,4.0,2
65800.0,16840.0,87256.0,mazda,7.0,2
117800.0,20540.0,105500.0,lexus,5.0,2
32800.0,10050.0,85000.0,mitsubishi,7.0,2
258800.0,23990.0,4205.0,bmw,0.0,3
60800.0,12150.0,132000.0,mini,9.0,2
159000.0,15890.0,96000.0,mercedes-benz,9.0,2
32888.0,18850.0,0.0,audi,9.0,3
70500.0,18320.0,146000.0,mercedes-benz,7.0,2
49800.0,13610.0,113500.0,infiniti,7.0,0
182800.0,19020.0,5600.0,byd,0.0,3
51800.0,12640.0,0.0,mazda,15.0,2
85000.0,13810.0,48750.0,audi,4.0,3
196000.0,19970.0,68000.0,porsche,10.0,2
54800.0,12380.0,93000.0,toyota,10.0,1
35800.0,11810.0,144000.0,nissan,7.0,2
67800.0,13900.0,86549.0,bmw,6.0,3
97800.0,17200.0,109000.0,toyota,5.0,1
175588.0,20960.0,44000.0,audi,2.0,3
25550.0,17080.0,120000.0,kia,9.0,0
79800.0,13940.0,150000.0,lexus,14.0,2
101800.0,17410.0,0.0,audi,13.0,3
45000.0,10600.0,0.0,toyota,15.0,1
28800.0,12760.0,130251.0,ford,12.0,0
46000.0,23790.0,0.0,bmw,8.0,3
67800.0,15990.0,108000.0,mercedes-benz,6.0,2
92800.0,21360.0,0.0,honda,15.0,0
46700.0,13960.0,133000.0,bmw,11.0,3
22200.0,18800.0,180000.0,bmw,13.0,3
149800.0,17750.0,38000.0,tesla,3.0,1
90800.0,15990.0,140000.0,porsche,13.0,2
78888.0,14710.0,55000.0,audi,5.0,3
24800.0,12990.0,62000.0,kia,8.0,0
119000.0,15170.0,49856.0,bmw,3.0,3
76000.0,11860.0,68585.0,suzuki,4.0,1
59000.0,11550.0,104530.0,hyundai,5.0,0
125000.0,20790.0,103475.0,mercedes-benz,5.0,2
81000.0,15250.0,90484.0,volkswagen,5.0,1
43000.0,13140.0,0.0,mitsubishi,7.0,2
75000.0,16940.0,119000.0,mercedes-benz,10.0,2
50800.0,13760.0,0.0,toyota,11.0,1
26800.0,19450.0,0.0,mazda,9.0,2
61888.0,10590.0,147888.0,mercedes-benz,14.0,2
156888.0,16880.0,9999.0,byd,0.0,3
84800.0,12090.0,142000.0,bmw,12.0,3
21800.0,13210.0,162300.0,hyundai,8.0,0
46800.0,10770.0,158000.0,toyota,15.0,1
27800.0,14330.0,107000.0,honda,8.0,0
185000.0,18880.0,19500.0,tesla,0.0,1
45800.0,11720.0,90000.0,hyundai,6.0,0
49888.0,14560.0,0.0,volkswagen,11.0,1
40000.0,11890.0,158000.0,infiniti,7.0,0
72000.0,13270.0,140000.0,bmw,14.0,3
99800.0,16570.0,0.0,bmw,5.0,3
108800.0,14820.0,39000.0,seat,3.0,1
34800.0,17250.0,125000.0,bmw,8.0,3
262000.0,26550.0,15105.0,toyota,1.0,1
36800.0,13370.0,0.0,ford,7.0,0
38800.0,14130.0,99000.0,honda,8.0,0
118000.0,14140.0,198000.0,bmw,11.0,3
98800.0,12420.0,21563.0,smart,2.0,1
101800.0,13250.0,154000.0,mercedes-benz,12.0,2
97800.0,15820.0,0.0,bmw,13.0,3
75000.0,25090.0,0.0,bmw,8.0,3
228800.0,23070.0,5000.0,mercedes-benz,1.0,2
75800.0,16070.0,59000.0,honda,5.0,0
83800.0,15490.0,95000.0,honda,5.0,0
45800.0,14530.0,98887.0,audi,7.0,3
49988.0,16850.0,102317.0,bmw,8.0,3
39800.0,9370.0,135000.0,toyota,15.0,1
56800.0,14540.0,80000.0,toyota,6.0,1
35888.0,12660.0,125434.0,kia,8.0,0
32800.0,19190.0,0.0,toyota,8.0,1
72300.0,16000.0,77000.0,subaru,6.0,1
60800.0,15760.0,112000.0,hyundai,6.0,0
193800.0,24530.0,60000.0,mercedes-benz,3.0,2
86800.0,15190.0,89898.0,honda,5.0,0
57800.0,28250.0,143589.0,bmw,9.0,3
125000.0,13840.0,15000.0,byd,1.0,3
42800.0,15720.0,148000.0,toyota,7.0,1
63900.0,11970.0,0.0,mitsubishi,14.0,2
47800.0,9790.0,0.0,lexus,15.0,2
69988.0,12060.0,149588.0,mercedes-benz,14.0,2
82988.0,16340.0,85368.0,bmw,6.0,3
43988.0,11800.0,92000.0,kia,6.0,0
49988.0,13320.0,78000.0,honda,6.0,0
26300.0,11680.0,87600.0,mazda,8.0,2
42888.0,13550.0,54600.0,toyota,7.0,1
42000.0,11910.0,130000.0,hyundai,7.0,0
158800.0,16670.0,20999.999999999993,mercedes-benz,1.0,2
185800.0,19420.0,24000.0,mercedes-benz,1.0,2
59888.0,14760.0,97177.0,toyota,6.0,1
55500.0,20580.0,0.0,toyota,8.0,1
64888.0,14380.0,39370.0,hyundai,6.0,0
90388.0,16700.0,54900.0,skoda,5.0,1
95800.0,19400.0,120000.0,porsche,14.0,2
151800.0,18280.0,14000.0,mini,2.0,2
53900.0,12930.0,69000.0,citroen,6.0,3
156800.0,17190.0,38000.0,mercedes-benz,2.0,2
87000.0,14740.0,0.0,honda,4.0,0
59888.0,15560.0,82100.0,honda,7.0,0
57800.0,13770.0,71500.0,mazda,6.0,2
37900.0,15340.0,95100.0,honda,8.0,0
163800.0,18060.0,16000.0,mercedes-benz,2.0,2
107800.0,18940.0,90000.0,nissan,5.0,2
73800.0,16710.0,96000.0,bmw,6.0,3
129900.0,21520.0,88000.0,mercedes-benz,5.0,2
63800.0,15810.0,68800.0,audi,6.0,3
68800.0,13740.0,70000.0,honda,5.0,0
34988.0,9960.0,173000.0,honda,16.0,0
55800.0,10070.0,70000.0,opel,5.0,2
19988.0,10360.0,151000.0,toyota,13.0,1
34800.0,12720.0,75000.0,honda,7.0,0
129333.0,19530.0,44941.0,nissan,3.0,2
50000.0,12730.0,73000.0,honda,6.0,0
28988.0,8280.0,77000.0,subaru,16.0,1
66500.0,13930.0,119000.0,mercedes-benz,10.0,2
139388.0,18990.0,71000.0,volvo,3.0,1
87000.0,17930.0,52000.0,mazda,6.0,2
44500.0,14210.0,89500.0,toyota,7.0,1
129088.0,25060.0,84700.0,mercedes-benz,6.0,2
120800.0,28970.0,98000.0,toyota,6.0,1
62800.0,17520.0,161399.0,lexus,7.0,2
32500.0,15710.0,38900.0,mazda,8.0,2
21800.0,13150.0,113000.0,honda,8.0,0
213800.0,23910.0,38800.0,bmw,2.0,3
73900.0,20760.0,78500.0,mercedes-benz,8.0,2
172800.0,21920.0,87008.0,bmw,3.0,3
92800.0,17110.0,71349.0,bmw,5.0,3
43888.0,10960.0,158000.0,lexus,16.0,2
110500.0,23970.0,83000.0,lexus,6.0,2
32888.0,12500.0,86251.0,toyota,8.0,1
72800.0,18020.0,88167.0,mercedes-benz,6.0,2
100800.0,21710.0,75460.0,bmw,6.0,3
222900.0,26070.0,62000.0,lexus,2.0,2
66888.0,17090.0,119000.0,mercedes-benz,7.0,2
48800.0,17000.0,0.0,audi,8.0,3
83900.0,17190.0,0.0,volkswagen,6.0,1
32338.0,10370.0,0.0,mitsubishi,7.0,2
206800.0,24860.0,56000.0,bmw,3.0,3
35800.0,12340.0,90000.0,honda,7.0,0
148800.0,21870.0,94235.0,lexus,4.0,2
33800.0,13250.0,82000.0,honda,8.0,0
80888.0,20260.0,88000.0,mercedes-benz,7.0,2
55388.0,15180.0,110000.0,hyundai,7.0,0
119800.0,16360.0,81000.0,mazda,3.0,2
31300.0,13960.0,129000.0,subaru,8.0,1
96800.0,17650.0,89760.0,land,6.0,0
59800.0,18200.0,107592.0,lexus,8.0,2
31800.0,13060.0,105000.0,subaru,8.0,1
55888.0,12900.0,123000.0,honda,6.0,0
62888.0,15000.0,103087.0,honda,6.0,0
83800.0,13740.0,0.0,mercedes-benz,13.0,2
39800.0,11240.0,184217.0,volkswagen,16.0,1
77888.0,19550.0,99000.0,mini,7.0,2
145800.0,21550.0,66900.0,bmw,4.0,3
245800.0,23950.0,12700.0,bmw,1.0,3
30800.0,11940.0,105000.0,kia,8.0,0
59800.0,13010.0,65325.0,honda,5.0,0
131800.0,20260.0,73820.0,bmw,5.0,3
142800.0,20500.0,64500.0,bmw,4.0,3
115800.0,16440.0,86773.0,bmw,4.0,3
110800.0,17170.0,80500.0,bmw,4.0,3
59800.0,12830.0,104000.0,volvo,6.0,1
31500.0,11530.0,140000.0,nissan,7.0,2
91388.0,20550.0,106500.0,bmw,7.0,3
178800.0,22260.0,17250.0,mercedes-benz,2.0,2
49800.0,9770.0,146000.0,toyota,14.0,1
59800.0,11950.0,115200.0,honda,10.0,0
61388.0,13010.0,0.0,mazda,6.0,2
99800.0,24380.0,85500.0,bmw,7.0,3
59800.0,18980.0,83000.0,mini,7.0,2
199800.0,19500.0,10.0,toyota,0.0,1
58800.0,12450.0,106000.0,hyundai,5.0,0
61800.0,18880.0,108500.0,toyota,7.0,1
57800.0,21980.0,96652.0,citroen,8.0,3
53500.0,11860.0,0.0,kia,10.0,0
51688.0,14580.0,92024.0,kia,7.0,0
19388.0,13000.0,0.0,volkswagen,9.0,1
82300.0,12020.0,0.0,toyota,13.0,1
89800.0,18210.0,0.0,subaru,15.0,1
144800.0,16960.0,35000.0,audi,2.0,3
81800.0,12640.0,86000.0,hyundai,4.0,0
23888.0,11090.0,98000.0,mazda,8.0,2
150888.0,18430.0,0.0,bmw,3.0,3
23800.0,13010.0,103000.0,honda,8.0,0
77888.0,26410.0,0.0,bmw,8.0,3
108888.0,26520.0,119000.0,mercedes-benz,7.0,2
157388.0,22170.0,78000.0,mercedes-benz,3.0,2
106800.0,19170.0,89869.0,toyota,5.0,1
46500.0,10030.0,145523.0,mitsubishi,15.0,2
68800.0,17410.0,114000.0,land,7.0,0
68800.0,12930.0,135721.0,bmw,14.0,3
133800.0,18560.0,43510.0,toyota,3.0,1
145800.0,20520.0,52000.0,audi,4.0,3
111888.0,26540.0,110000.0,mercedes-benz,7.0,2
33000.0,12460.0,88000.0,honda,7.0,0
81800.0,16350.0,106300.0,mercedes-benz,9.0,2
72500.0,15790.0,81000.0,mercedes-benz,6.0,2
75800.0,13340.0,0.0,volkswagen,14.0,1
72800.0,15150.0,75000.0,honda,5.0,0
93800.0,14180.0,19000.0,toyota,4.0,1
108800.0,13720.0,25000.000000000007,toyota,2.0,1
75800.0,14860.0,128000.0,honda,5.0,0
44800.0,23130.0,148000.0,mini,8.0,2
23800.0,9190.0,0.0,mitsubishi,8.0,2
75400.0,10880.0,120500.0,mini,12.0,2
57800.0,13300.0,0.0,bmw,14.0,3
81000.0,26280.0,81000.0,bmw,7.0,3
138000.0,19360.0,49000.0,mini,3.0,2
68000.0,16770.0,155000.0,bmw,7.0,3
38800.0,13870.0,0.0,mitsubishi,17.0,2
40000.0,10540.0,180000.0,nissan,16.0,2
190988.0,18450.0,59.0,honda,0.0,0
68888.0,19750.0,75800.0,hyundai,6.0,0
37800.0,19950.0,0.0,bmw,8.0,3
22800.0,14470.0,168000.0,kia,9.0,0
82800.0,15240.0,71000.0,volkswagen,5.0,1
44000.0,11560.0,187600.0,suzuki,16.0,1
81588.0,12970.0,37000.00000000001,toyota,4.0,1
219988.0,20840.0,45.0,honda,0.0,0
37800.0,9930.0,0.0,toyota,16.0,1
51555.0,18700.0,84555.0,audi,8.0,3
54800.0,18200.0,0.0,honda,17.0,0
45800.0,19100.0,80000.0,bmw,8.0,3
125588.0,23140.0,155000.0,honda,14.0,0
90888.0,13890.0,42000.0,honda,3.0,0
48000.0,28130.0,0.0,citroen,8.0,3
79800.0,15950.0,93800.0,volkswagen,10.0,1
75800.0,14990.0,92451.0,renault,5.0,1
20800.0,12810.0,144000.0,citroen,9.0,3
63800.0,22820.0,103000.0,mercedes-benz,8.0,2
30800.0,11490.0,74188.0,renault,7.0,1
58800.0,13910.0,105003.0,subaru,6.0,1
48800.0,13310.0,0.0,mazda,7.0,2
117800.0,13310.0,9800.0,toyota,1.0,1
92800.0,26610.0,115000.0,mercedes-benz,7.0,2
85838.0,11820.0,105000.0,mini,12.0,2
38500.0,13940.0,135000.0,mercedes-benz,12.0,2
25000.0,11010.0,102000.0,toyota,8.0,1
120800.0,14080.0,0.0,bmw,11.0,3
198500.0,20370.0,11200.0,tesla,1.0,1
75800.0,14490.0,57000.0,audi,5.0,3
53800.0,12380.0,0.0,mini,15.0,2
167500.0,20760.0,68000.0,mercedes-benz,3.0,2
108500.0,19790.0,82000.0,mercedes-benz,5.0,2
133588.0,23800.0,62000.0,mercedes-benz,6.0,2
92000.0,13780.0,0.0,honda,3.0,0
78188.0,14180.0,0.0,mercedes-benz,14.0,2
140800.0,17420.0,152000.0,porsche,12.0,2
31800.0,9900.0,0.0,mazda,7.0,2
32800.0,12540.0,84000.0,kia,8.0,0
90588.0,12730.0,55000.0,opel,3.0,2
36800.0,11890.0,157000.0,mitsubishi,16.0,2
27588.0,11400.0,95000.0,kia,8.0,0
179800.0,19620.0,21887.999999999993,bmw,2.0,3
133588.0,21830.0,57000.0,lexus,5.0,2
142800.0,17890.0,57000.0,tesla,3.0,1
121800.0,17370.0,193000.0,bmw,12.0,3
133888.0,22620.0,88500.0,bmw,5.0,3
28800.0,13110.0,117000.0,subaru,8.0,1
210900.0,25200.0,10000.0,bmw,2.0,3
69888.0,12570.0,88800.0,mercedes-benz,14.0,2
186500.0,26470.0,56828.0,toyota,4.0,1
72800.0,14550.0,103000.0,mercedes-benz,10.0,2
24000.0,9830.0,160000.0,bmw,8.0,3
62000.0,15420.0,63463.0,honda,7.0,0
118500.0,14920.0,42000.0,honda,2.0,0
23800.0,12820.0,0.0,bmw,9.0,3
149900.0,27720.0,139000.0,bmw,6.0,3
236000.0,23590.0,110000.0,bmw,9.0,3
68800.0,13750.0,0.0,toyota,9.0,1
65800.0,10680.0,0.0,mini,13.0,2
28888.0,11960.0,157085.0,mitsubishi,8.0,2
54800.0,17200.0,126000.0,mercedes-benz,7.0,2
72800.0,14550.0,120839.0,volkswagen,9.0,1
19988.0,13000.0,104000.0,honda,9.0,0
122800.0,16490.0,0.0,toyota,3.0,1
46000.0,12790.0,86000.0,mazda,7.0,2
114888.0,19310.0,65000.0,mercedes-benz,4.0,2
103800.0,25310.0,183000.0,honda,16.0,0
47888.0,13510.0,128000.0,bmw,11.0,3
26800.0,15980.0,199988.0,audi,12.0,3
65800.0,11050.0,0.0,renault,4.0,1
71800.0,21330.0,139302.0,mercedes-benz,8.0,2
141800.0,23610.0,95000.0,bmw,5.0,3
131777.0,16590.0,62000.0,bmw,3.0,3
225800.00000000003,25450.0,38000.0,toyota,2.0,1
70255.0,19700.0,138000.0,volvo,7.0,1
11800.0,9640.0,220700.0,volkswagen,13.0,1
161999.0,17790.0,32000.0,audi,1.0,3
60111.0,15430.0,0.0,bmw,7.0,3
89000.0,15590.0,94887.0,honda,5.0,0
104300.0,14010.0,18978.0,honda,3.0,0
155388.0,21960.0,106000.0,mercedes-benz,4.0,2
85800.0,14910.0,81000.0,toyota,5.0,1
129800.0,16130.0,40000.0,mg,2.0,2
42800.0,12200.0,138000.0,hyundai,6.0,0
95111.0,14880.0,0.0,bmw,5.0,3
66800.0,14080.0,98588.0,mercedes-benz,10.0,2
98111.0,15800.0,99000.0,honda,4.0,0
76500.0,14310.0,126000.0,bmw,14.0,3
102800.0,17590.0,27000.0,mercedes-benz,5.0,2
94600.0,13790.0,56800.0,honda,4.0,0
69800.0,27810.0,120000.0,porsche,17.0,2
139800.0,15230.0,15000.0,mazda,1.0,2
105800.0,13180.0,38000.0,opel,2.0,2
31800.0,12860.0,82000.0,citroen,8.0,3
68800.0,13620.0,75000.0,mazda,5.0,2
67800.0,13520.0,94000.0,honda,5.0,0
67500.0,17700.0,80000.0,honda,7.0,0
94888.0,14020.0,62011.0,toyota,3.0,1
86500.0,21440.0,100000.0,mercedes-benz,7.0,2
19800.0,9680.0,126000.0,honda,8.0,0
89800.0,17610.0,77000.0,volvo,5.0,1
34800.0,13520.0,80256.0,bmw,7.0,3
138800.0,24970.0,82000.0,toyota,5.0,1
119800.0,22600.0,123000.0,mercedes-benz,5.0,2
63998.0,23920.0,121048.0,mercedes-benz,8.0,2
165800.0,28630.0,63000.0,bmw,6.0,3
32800.0,12390.0,90000.0,honda,7.0,0
34800.0,10840.0,144000.0,kia,7.0,0
238800.0,29310.0,61000.0,volvo,3.0,1
71800.0,14630.0,103000.0,bmw,6.0,3
202800.0,19840.0,11400.0,mercedes-benz,1.0,2
198888.0,18500.0,95.00000000001455,honda,0.0,0
50800.0,13520.0,78000.0,mitsubishi,7.0,2
80800.0,16130.0,90000.0,mazda,5.0,2
78800.0,16740.0,88000.0,volvo,6.0,1
69800.0,15550.0,9880.0,volvo,6.0,1
34800.0,14340.0,130000.0,bmw,8.0,3
139800.0,19180.0,33458.0,mercedes-benz,3.0,2
36800.0,11620.0,0.0,volkswagen,7.0,1
22600.0,9920.0,109876.0,chevrolet,8.0,3
40800.0,10890.0,180000.0,mini,16.0,2
58188.0,18890.0,138000.0,lexus,8.0,2
72800.0,10380.0,122200.0,hyundai,13.0,0
31200.0,16630.0,115000.0,mercedes-benz,9.0,2
113800.0,18850.0,73033.0,mercedes-benz,5.0,2
65000.0,11280.0,152000.0,mercedes-benz,13.0,2
20688.0,9890.0,75290.0,volvo,8.0,1
103800.0,28870.0,80000.0,toyota,7.0,1
71999.0,16350.0,72000.0,mitsubishi,6.0,2
24500.0,8740.0,96000.0,bmw,8.0,3
36888.0,12870.0,129638.0,honda,8.0,0
82988.0,15200.0,0.0,toyota,5.0,1
37300.0,8920.0,126204.0,toyota,15.0,1
147800.0,19320.0,44000.0,nissan,2.0,2
183800.0,18370.0,96099.0,bmw,9.0,3
21500.0,11710.0,178000.0,mini,13.0,2
33800.0,10400.0,0.0,toyota,16.0,1
25800.0,12580.0,97200.0,audi,8.0,3
98800.0,28600.0,0.0,toyota,7.0,1
78800.0,11200.0,125000.0,mini,13.0,2
22688.0,13960.0,122000.0,toyota,9.0,1
158800.0,18690.0,72300.0,mercedes-benz,2.0,2
190888.0,19010.0,20999.999999999993,mercedes-benz,1.0,2
40800.0,11200.0,77000.0,nissan,7.0,2
152000.0,17180.0,133000.0,bmw,11.0,3
50800.0,10520.0,87000.0,mitsubishi,15.0,2
100800.0,15350.0,0.0,kia,4.0,0
39800.0,13250.0,88978.0,bmw,8.0,3
42800.0,12260.0,79000.0,honda,6.0,0
30000.0,11950.0,133000.0,honda,8.0,0
32800.0,16320.0,68700.0,toyota,9.0,1
188800.0,21560.0,35000.0,mercedes-benz,2.0,2
113800.0,19220.0,63500.0,toyota,5.0,1
69000.0,21790.0,58800.0,bmw,7.0,3
118900.0,14570.0,30000.0,toyota,2.0,1
48800.0,12530.0,92000.0,toyota,7.0,1
101800.0,17220.0,44375.0,bmw,5.0,3
110800.0,18180.0,65168.0,volvo,5.0,1
78800.0,18130.0,0.0,toyota,15.0,1
71800.0,21900.0,72000.0,mercedes-benz,7.0,2
41000.0,10860.0,135890.0,hyundai,6.0,0
59700.0,12660.0,39177.00000000001,kia,5.0,0
115888.0,20750.0,56000.0,audi,5.0,3
147988.0,16260.0,19000.0,byd,1.0,3
56888.0,14010.0,0.0,lexus,16.0,2
28500.0,11920.0,0.0,subaru,8.0,1
108888.0,29380.0,100708.0,bmw,7.0,3
82800.0,17740.0,107425.0,toyota,6.0,1
36888.0,17570.0,137000.0,mercedes-benz,9.0,2
149800.0,20370.0,45000.0,volkswagen,3.0,1
8888.0,11670.0,175000.0,kia,14.0,0
22888.0,11900.0,121000.0,honda,8.0,0
148800.0,23870.0,60000.0,bmw,5.0,3
45800.0,11610.0,142000.0,honda,6.0,0
201800.0,21010.0,11981.0,mercedes-benz,1.0,2
60800.0,12540.0,148000.0,bmw,14.0,3
139800.0,13970.0,0.0,bmw,9.0,3
78000.0,20670.0,79000.0,volvo,7.0,1
78800.0,12160.0,63000.0,suzuki,4.0,1
46800.0,11330.0,125000.0,mercedes-benz,15.0,2
63800.0,12740.0,0.0,honda,5.0,0
49800.0,14000.0,110000.0,hyundai,7.0,0
69800.0,17320.0,100000.0,toyota,7.0,1
149800.0,27080.0,80000.0,bmw,7.0,3
59800.0,8630.0,120000.0,volkswagen,12.0,1
17300.0,12280.0,174017.0,mazda,9.0,2
49000.0,14640.0,138000.0,honda,8.0,0
111800.0,19290.0,126000.0,audi,5.0,3
69800.0,13950.0,155000.0,mercedes-benz,9.0,2
58800.0,16940.0,144600.0,mercedes-benz,7.0,2
31800.0,10550.0,110000.0,chevrolet,7.0,3
142588.0,19810.0,41000.00000000001,mercedes-benz,3.0,2
69800.0,18410.0,97000.0,lexus,7.0,2
18000.0,10920.0,98000.0,mitsubishi,8.0,2
35800.0,12590.0,96000.0,honda,7.0,0
42800.0,15610.0,0.0,mini,7.0,2
85800.0,13120.0,99000.0,bmw,5.0,3
41800.0,11920.0,168950.0,bmw,7.0,3
97800.0,17880.0,78890.0,audi,6.0,3
59800.0,12610.0,0.0,kia,5.0,0
92888.0,20100.0,123400.0,bmw,6.0,3
46800.0,14370.0,98000.0,kia,7.0,0
116388.0,21280.0,92000.0,mercedes-benz,6.0,2
35888.0,10930.0,90000.0,mazda,7.0,2
159800.0,19540.0,36400.0,mercedes-benz,2.0,2
58000.0,22030.0,56000.0,mercedes-benz,8.0,2
41800.0,10650.0,71500.0,mazda,6.0,2
102888.0,18660.0,69000.0,bmw,5.0,3
147800.0,20160.0,66000.0,mercedes-benz,3.0,2
21800.0,10180.0,113000.0,chevrolet,8.0,3
24800.0,13440.0,163339.0,toyota,8.0,1
98800.0,14220.0,56000.0,nissan,3.0,2
103888.0,12590.0,106000.0,mini,11.0,2
27900.0,11430.0,156000.0,toyota,17.0,1
42000.0,15150.0,108000.0,volkswagen,7.0,1
55800.0,12600.0,138000.0,audi,14.0,3
72800.0,14930.0,96000.0,mitsubishi,6.0,2
122800.0,21160.0,44000.0,toyota,4.0,1
21800.0,12520.0,120000.0,honda,8.0,0
60800.0,12580.0,61582.0,kia,5.0,0
149900.0,24990.0,69000.0,bmw,5.0,3
123800.0,17300.0,71000.0,volkswagen,4.0,1
82800.0,12500.0,87000.0,toyota,5.0,1
117800.0,16490.0,43000.0,toyota,4.0,1
168800.0,22750.0,41000.00000000001,lexus,4.0,2
98800.0,13470.0,53860.0,kia,3.0,0
138800.0,22760.0,151000.0,porsche,13.0,2
113800.0,19450.0,45000.0,jaguar,5.0,0
50800.0,12220.0,87117.0,nissan,6.0,2
15998.0,10380.0,133000.0,subaru,9.0,1
87800.0,12850.0,40000.0,honda,3.0,0
72888.0,17030.0,118000.0,mercedes-benz,6.0,2
38800.0,16710.0,130000.0,mercedes-benz,8.0,2
61800.0,13420.0,52500.0,honda,5.0,0
29500.0,14720.0,99000.0,mercedes-benz,9.0,2
158800.0,20720.0,29000.000000000007,mercedes-benz,3.0,2
38800.0,14390.0,97000.0,audi,7.0,3
14800.0,9370.0,95000.0,citroen,8.0,3
90000.0,22500.0,120000.0,audi,11.0,3
127000.0,13680.0,22000.0,toyota,1.0,1
53800.0,12520.0,58800.0,suzuki,6.0,1
58800.0,14400.0,0.0,renault,6.0,1
73800.0,14430.0,82400.0,subaru,5.0,1
101800.0,11040.0,149000.0,mercedes-benz,10.0,2
44800.0,12690.0,83000.0,mazda,7.0,2
144000.0,15390.0,20999.999999999993,bmw,1.0,3
65800.0,16630.0,95300.0,honda,6.0,0
128800.0,17500.0,58000.0,volkswagen,3.0,1
87888.0,12860.0,43000.0,toyota,4.0,1
33800.0,12120.0,172000.0,toyota,17.0,1
46000.0,9330.0,153000.0,kia,15.0,0
101800.0,13250.0,65000.0,toyota,2.0,1
69900.0,11170.0,155000.0,mercedes-benz,13.0,2
62800.0,11960.0,66000.0,toyota,5.0,1
41800.0,11480.0,83143.0,mazda,7.0,2
72800.0,19240.0,93000.0,toyota,7.0,1
86800.0,17710.0,29125.0,skoda,6.0,1
148800.0,17420.0,58000.0,bmw,2.0,3
98888.0,17210.0,117970.0,maserati,14.0,2
76800.0,18800.0,108000.0,audi,7.0,3
121888.0,19990.0,90000.0,bmw,5.0,3
39800.0,13970.0,111965.0,mercedes-benz,8.0,2
63800.0,16790.0,90000.0,mercedes-benz,7.0,2
26800.0,15110.0,90210.0,toyota,8.0,1
205800.0,21230.0,42000.0,mercedes-benz,1.0,2
30800.0,10580.0,138800.0,toyota,17.0,1
70800.0,12540.0,84000.0,bmw,14.0,3
19480.0,9120.0,84411.0,mitsubishi,8.0,2
