name,price,depreciation,registration_date,mileage,owners,listing_url,brand
Lexus LM350h Hybrid Luxury,600000,60160.0,16-Nov-2023,5000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1296471&DL=4386&utm_content=SLeligible,lexus
Toyota Alphard Hybrid 2.5A Executive Lounge,455988,42770.0,24-Apr-2024,68,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1292650&DL=2010&utm_content=SLeligible,toyota
Mercedes-Benz SLK-Class SLK200 (COE till 07/2032),101800,13250.0,21-Aug-2012,154000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281529&DL=3582&utm_content=SLeligible,mercedes-benz
BMW Z4 sDrive23i (COE till 01/2031),97800,15820.0,10-Feb-2011,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1276696&DL=3175&utm_content=SLeligible,bmw
BMW 5 Series 528i,75000,25090.0,30-Sep-2016,0,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1276384&DL=3175&utm_content=SLeligible,bmw
Ferrari 458 Italia Spider (New 10-yr COE),680000,67960.0,27-Jul-2015,35000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1272081&DL=3387&utm_content=SLeligible,ferrari
Bentley Flying Spur 4.0A V8,1088800,102660.0,23-Mar-2023,5000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1270311&DL=3547&utm_content=SLeligible,bentley
Subaru Impreza WRX 2.0M (COE till 03/2029),168800,38850.0,22-Mar-1994,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1269507&DL=4502,subaru
Mercedes-Benz GLB-Class GLB200 AMG Line,228800,23070.0,13-Dec-2023,5000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1256585&DL=1066&utm_content=SLeligible,mercedes-benz
Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,75800,16070.0,17-Jan-2019,59000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1251496&DL=4100&utm_content=SLeligible,honda
Rolls-Royce Phantom (New 10-yr COE),368888,36870.0,12-Jan-2005,65500,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1246066&DL=4436&utm_content=SLeligible,rolls-royce
Jaguar X-Type 2.0A SE (COE till 06/2026),29588,18590.0,01-Aug-2006,120000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1187256&DL=3875,jaguar
Honda Vezel Hybrid 1.5A X,83800,15490.0,29-Aug-2019,95000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355464&DL=1311,honda
Audi Q2 1.0A TFSI S-tronic,45800,14530.0,31-May-2017,98887,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355453&DL=1094,audi
BMW X1 sDrive18i,49988,16850.0,22-Dec-2016,102317,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1301468&DL=2097&utm_content=SLeligible,bmw
Toyota Vios 1.5A E (COE till 02/2029),39800,9370.0,24-Feb-2009,135000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1326672&DL=2246&utm_content=SLeligible,toyota
Toyota C-HR Hybrid 1.8A S,56800,14540.0,21-Jun-2018,80000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1280224&DL=2246&utm_content=SLeligible,toyota
Kia Carens Diesel 1.7A Sunroof,35888,12660.0,23-Nov-2016,125434,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1252059&DL=2097&utm_content=SLeligible,kia
Porsche Macan 2.0A PDK,217022,30270.0,20-Aug-2020,79800,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355462&DL=2849,porsche
Toyota Esquire Hybrid 1.8A Gi,32800,19190.0,25-Feb-2016,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355461&DL=2650,toyota
Subaru Forester 2.0i-S EyeSight Sunroof,72300,16000.0,15-Nov-2018,77000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355460&DL=2650,subaru
Hyundai i30 Wagon 1.4A T-GDi DCT Turbo,60800,15760.0,28-Jun-2018,112000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355459&DL=3906,hyundai
Mercedes-Benz E-Class E200 AMG Line,193800,24530.0,05-Apr-2021,60000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355458&DL=1043,mercedes-benz
Honda Civic 1.6A VTi,86800,15190.0,09-Dec-2019,89898,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355456&DL=2199,honda
BMW X4 xDrive28i Sunroof,57800,28250.0,29-Sep-2015,143589,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355448&DL=4190,bmw
BYD Dolphin Electric Dynamic,125000,13840.0,06-Dec-2023,15000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355445&DL=4763,byd
Toyota Sienta Hybrid 1.5A G,42800,15720.0,21-Jun-2017,148000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355444&DL=4696,toyota
Mitsubishi Lancer EX 1.5A Elegance (COE till 03/2030),63900,11970.0,30-Mar-2010,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355442&DL=3649&utm_content=SLeligible,mitsubishi
Lexus RX450h Hybrid (COE till 10/2029),47800,9790.0,15-Oct-2009,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355400&DL=2080&utm_content=SLeligible,lexus
Mercedes-Benz C-Class C200 CGI (COE till 09/2030),69988,12060.0,16-Sep-2010,149588,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1355363&DL=3426&utm_content=SLeligible,mercedes-benz
BMW 3 Series 318i M-Sport,82988,16340.0,15-Aug-2018,85368,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1354804&DL=3426,bmw
Kia Cerato K3 1.6A,43988,11800.0,09-Feb-2018,92000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1354795&DL=3426,kia
Honda Fit 1.3A GF,49988,13320.0,20-Jun-2018,78000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1354570&DL=3426,honda
Mazda 3 1.5A Deluxe Sunroof,26300,11680.0,29-Jul-2016,87600,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353621&DL=4031,mazda
Toyota Corolla Altis 1.6A Elegance,42888,13550.0,02-May-2017,54600,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350820&DL=1277,toyota
Hyundai Elantra 1.6A GLS S,42000,11910.0,06-Dec-2017,130000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1348350&DL=4458&utm_content=SLeligible,hyundai
Mercedes-Benz A-Class A180 Progressive,158800,16670.0,22-May-2023,21000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1347491&DL=1043&utm_content=SLeligible,mercedes-benz
Mercedes-Benz CLA-Class CLA180 AMG Line,185800,19420.0,22-May-2023,24000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1347224&DL=1043&utm_content=SLeligible,mercedes-benz
Toyota Sienta Hybrid 1.5A X,59888,14760.0,21-Jun-2018,97177,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1344588&DL=1277&utm_content=SLeligible,toyota
Toyota Estima 2.4A Aeras Premium Moonroof,55500,20580.0,27-Sep-2016,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335977&DL=3507&utm_content=SLeligible,toyota
Hyundai i30 Wagon 1.4A T-GDi DCT Turbo,64888,14380.0,27-Sep-2018,39370,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1334489&DL=3475&utm_content=SLeligible,hyundai
Skoda Karoq 1.5A TSI Ambition,90388,16700.0,02-Aug-2019,54900,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1331103&DL=4031&utm_content=SLeligible,skoda
Porsche Cayman S 3.4A Tip (COE till 10/2029),95800,19400.0,02-Mar-2010,120000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1328384&DL=3498&utm_content=SLeligible,porsche
MINI Cooper S Electric Sunroof,151800,18280.0,28-Dec-2022,14000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1325737&DL=3498&utm_content=SLeligible,mini
Citroen C3 Aircross 1.2A PureTech Shine,53900,12930.0,16-Apr-2018,69000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1325672&DL=2029&utm_content=SLeligible,citroen
Mercedes-Benz A-Class Saloon A180 Progressive,156800,17190.0,09-Dec-2022,38000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1321889&DL=1043&utm_content=SLeligible,mercedes-benz
Honda Civic 1.6A VTi,87000,14740.0,14-Feb-2020,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1319319&DL=2029&utm_content=SLeligible,honda
Honda Civic 1.5A VTEC Turbo Sunroof,59888,15560.0,26-Dec-2017,82100,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1319140&DL=1277&utm_content=SLeligible,honda
Mazda 6 2.0A Executive,57800,13770.0,02-Apr-2018,71500,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1318321&DL=4604&utm_content=SLeligible,mazda
Honda Civic 1.6A VTi,37900,15340.0,28-Sep-2016,95100,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1317460&DL=3507&utm_content=SLeligible,honda
Mercedes-Benz A-Class Saloon A180 Progressive,163800,18060.0,09-Dec-2022,16000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1313166&DL=1043&utm_content=SLeligible,mercedes-benz
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,107800,18940.0,16-Dec-2019,90000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1311040&DL=2578&utm_content=SLeligible,nissan
BMW 2 Series 225xe Plug-in Hybrid Active Tourer,73800,16710.0,24-Apr-2018,96000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1301662&DL=1127&utm_content=SLeligible,bmw
Mercedes-Benz C-Class C200 Mild Hybrid Avantgarde,129900,21520.0,18-Sep-2019,88000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274786&DL=1127&utm_content=SLeligible,mercedes-benz
Audi A3 Sedan 1.0A TFSI S-tronic,63800,15810.0,06-Feb-2018,68800,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1265194&DL=3507&utm_content=SLeligible,audi
Honda HR-V 1.5A DX,68800,13740.0,08-Mar-2019,70000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1352008&DL=3759,honda
Honda Stream 1.8A RSZ (COE till 05/2028),34988,9960.0,05-Aug-2008,173000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1351383&DL=3642&utm_content=SLeligible,honda
Opel Crossland 1.2A X Turbo,55800,10070.0,13-May-2019,70000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350130&DL=3759,opel
Toyota Vios 1.5A J (COE till 10/2026),19988,10360.0,17-Nov-2011,151000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349429&DL=3642,toyota
Honda Vezel 1.5A X,34800,12720.0,17-Mar-2017,75000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349141&DL=4604,honda
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,129333,19530.0,15-Jan-2021,44941,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349081&DL=3475,nissan
Honda Shuttle 1.5A G,50000,12730.0,24-Jun-2018,73000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1345486&DL=4458&utm_content=SLeligible,honda
Subaru Impreza 5D 1.5A R (COE till 05/2028),28988,8280.0,28-May-2008,77000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343821&DL=3642&utm_content=SLeligible,subaru
Mercedes-Benz CLA-Class CLA180 (COE till 09/2029),66500,13930.0,05-Sep-2014,119000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343438&DL=4604&utm_content=SLeligible,mercedes-benz
Volvo XC40 T4 R-Design,139388,18990.0,25-May-2021,71000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342627&DL=2283&utm_content=SLeligible,volvo
Mazda CX-5 2.5A Luxury Sunroof,87000,17930.0,20-Nov-2018,52000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1338295&DL=2029&utm_content=SLeligible,mazda
Toyota Corolla Altis 1.6A Elegance,44500,14210.0,02-May-2017,89500,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1333708&DL=2029&utm_content=SLeligible,toyota
Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC,129088,25060.0,18-Dec-2018,84700,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1313741&DL=4031&utm_content=SLeligible,mercedes-benz
Toyota Vellfire 2.5A Z A-Edition,120800,28970.0,11-Apr-2018,98000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303959&DL=2578&utm_content=SLeligible,toyota
Lexus ES250 Sunroof,62800,17520.0,10-Apr-2017,161399,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1301880&DL=1418&utm_content=SLeligible,lexus
Mazda 6 2.0A,32500,15710.0,18-May-2016,38900,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1247742&DL=3507&utm_content=SLeligible,mazda
Honda Shuttle 1.5A G,21800,13150.0,26-Apr-2016,113000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1354374&DL=1028,honda
BMW 4 Series 420i Gran Coupe M-Sport,213800,23910.0,24-Jun-2022,38800,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353917&DL=3810,bmw
Mercedes-Benz E-Class E200 Avantgarde,73900,20760.0,18-Nov-2016,78500,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353916&DL=3034,mercedes-benz
BMW 5 Series 520i Mild Hybrid,172800,21920.0,24-May-2021,87008,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353844&DL=3475,bmw
BMW 1 Series 118i 5DR,92800,17110.0,31-May-2019,71349,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1352641&DL=3810,bmw
Lexus RX350 (COE till 11/2028),43888,10960.0,28-Nov-2008,158000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1352586&DL=3811&utm_content=SLeligible,lexus
Lexus NX Turbo NX300 Luxury Moonroof,110500,23970.0,02-May-2018,83000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1351364&DL=1127,lexus
Toyota Corolla Altis 1.6A Classic,32888,12500.0,26-Oct-2016,86251,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1351304&DL=1277,toyota
Mercedes-Benz CLA-Class CLA180 AMG Line,72800,18020.0,23-Apr-2018,88167,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350943&DL=1155,mercedes-benz
BMW X3 sDrive20i,100800,21710.0,24-May-2018,75460,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350838&DL=1418,bmw
Lexus NX Turbo NX350 F Sport,222900,26070.0,28-Feb-2022,62000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350309&DL=4391,lexus
Mercedes-Benz C-Class C180 Avantgarde,66888,17090.0,12-Jul-2017,119000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350271&DL=3811,mercedes-benz
Audi Q5 2.0A TFSI Quattro,48800,17000.0,29-Jun-2016,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1348502&DL=3405,audi
Volkswagen Sharan 2.0A TSI Panoramic Roof,83900,17190.0,30-Jul-2018,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1344386&DL=1127&utm_content=SLeligible,volkswagen
Mitsubishi Lancer EX 1.6A,32338,10370.0,31-May-2017,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343464&DL=3079&utm_content=SLeligible,mitsubishi
BMW M235i Gran Coupe xDrive,206800,24860.0,16-Nov-2021,56000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343246&DL=3210&utm_content=SLeligible,bmw
Honda Jazz 1.3A,35800,12340.0,02-May-2017,90000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1341423&DL=2140&utm_content=SLeligible,honda
Lexus NX Turbo NX300 Executive,148800,21870.0,28-Jul-2020,94235,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1340196&DL=3863&utm_content=SLeligible,lexus
Honda Jade 1.5A RS,33800,13250.0,28-Jun-2016,82000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1338301&DL=2140&utm_content=SLeligible,honda
Mercedes-Benz E-Class E200 Avantgarde,80888,20260.0,03-Apr-2017,88000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336751&DL=3451&utm_content=SLeligible,mercedes-benz
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,55388,15180.0,12-Dec-2017,110000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336218&DL=4031&utm_content=SLeligible,hyundai
Mazda CX-5 2.0A Elegance,119800,16360.0,13-Jul-2021,81000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1333805&DL=2283&utm_content=SLeligible,mazda
Subaru Forester 2.0A XT Sunroof,31300,13960.0,18-Jun-2016,129000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1332821&DL=2171&utm_content=SLeligible,subaru
Land Rover Range Rover Evoque 2.0A 5DR Sunroof,96800,17650.0,31-Jul-2018,89760,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1332616&DL=3863&utm_content=SLeligible,land
Lexus IS Turbo IS200t Executive,59800,18200.0,20-Dec-2016,107592,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1331755&DL=1418&utm_content=SLeligible,lexus
Subaru Forester 2.0A XT Sunroof,31800,13060.0,29-Jul-2016,105000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1330014&DL=2140&utm_content=SLeligible,subaru
Honda Jazz 1.5M RS,55888,12900.0,02-Aug-2018,123000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1322210&DL=1351&utm_content=SLeligible,honda
Honda Civic 1.6A VTi,62888,15000.0,07-Jun-2018,103087,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315393&DL=1351&utm_content=SLeligible,honda
Mercedes-Benz E-Class E250 CGI Cabriolet (COE till 12/2030),83800,13740.0,14-Jan-2011,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1305350&DL=1400&utm_content=SLeligible,mercedes-benz
Volkswagen Golf GT Sport 1.4A (COE till 06/2028),39800,11240.0,11-Jun-2008,184217,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290096&DL=1418&utm_content=SLeligible,volkswagen
Toyota Alphard Hybrid 2.5A Z,345800,33420.0,03-Apr-2024,21,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1287184&DL=3863&utm_content=SLeligible,toyota
MINI Cooper S Countryman 2.0A,77888,19550.0,21-Sep-2017,99000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1268411&DL=3451&utm_content=SLeligible,mini
BMW 5 Series 520i Sportline,145800,21550.0,26-Feb-2020,66900,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353932&DL=3810,bmw
BMW 4 Series 420i Coupe M-Sport,245800,23950.0,29-Sep-2023,12700,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353908&DL=3810,bmw
Kia Carens Diesel 1.7A Sunroof,30800,11940.0,16-Aug-2016,105000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353444&DL=2140,kia
Honda Fit 1.3A GF,59800,13010.0,16-Apr-2019,65325,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353253&DL=1155,honda
Porsche 718 Boxster 2.0A PDK,193888,36370.0,22-Nov-2018,61300,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350810&DL=3570,porsche
BMW 3 Series 320i Highline,131800,20260.0,27-Dec-2019,73820,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349133&DL=2351,bmw
BMW 3 Series 320i Highline,142800,20500.0,09-Jul-2020,64500,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349131&DL=2351,bmw
BMW 2 Series 216i Gran Tourer,115800,16440.0,11-Sep-2020,86773,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349124&DL=2351,bmw
BMW 2 Series 216i Gran Tourer M-Sport,110800,17170.0,04-Mar-2020,80500,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349122&DL=2351,bmw
Volvo S60 T5,59800,12830.0,31-May-2018,104000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1348772&DL=3210,volvo
Nissan Qashqai 1.2A DIG-T,31500,11530.0,16-Jan-2017,140000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1348038&DL=3518&utm_content=SLeligible,nissan
BMW 5 Series 530i,91388,20550.0,27-Oct-2017,106500,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1347764&DL=3451&utm_content=SLeligible,bmw
Mercedes-Benz EQA250 Electric AMG line,178800,22260.0,17-Mar-2022,17250,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1346611&DL=1155&utm_content=SLeligible,mercedes-benz
Toyota Corolla Altis 1.6A (COE till 12/2029),49800,9770.0,18-Jan-2010,146000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342920&DL=1079&utm_content=SLeligible,toyota
Lamborghini Gallardo Spyder LP560-4 (COE till 04/2031),251800,39480.0,13-Apr-2011,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342326&DL=3405&utm_content=SLeligible,lamborghini
Honda Vezel 1.5A G (New 5-yr COE),59800,11950.0,17-Dec-2014,115200,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1339032&DL=1079&utm_content=SLeligible,honda
Mazda 3 HB 1.5A Sunroof,61388,13010.0,28-Dec-2018,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1330625&DL=3079&utm_content=SLeligible,mazda
BMW X4 xDrive20i M-Sport Sunroof,99800,24380.0,28-Nov-2017,85500,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1329514&DL=1079&utm_content=SLeligible,bmw
MINI Cooper Clubman 1.5A,59800,18980.0,18-May-2017,83000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1328396&DL=2171&utm_content=SLeligible,mini
Toyota Noah Hybrid 1.8A X,199800,19500.0,22-Jul-2024,10,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1321901&DL=3863&utm_content=SLeligible,toyota
Hyundai Avante 1.6A GLS S,58800,12450.0,18-Jan-2019,106000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1320083&DL=3210&utm_content=SLeligible,hyundai
Toyota Voxy Hybrid 1.8A ZS,61800,18880.0,06-Jul-2017,108500,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315256&DL=3518&utm_content=SLeligible,toyota
Citroen DS5 Diesel 1.6A BlueHDi EAT6 Panoramic Roof,57800,21980.0,22-Dec-2016,96652,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1312794&DL=1034&utm_content=SLeligible,citroen
Kia Cerato K3 1.6A (COE till 05/2029),53500,11860.0,28-Aug-2014,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1307204&DL=1068&utm_content=SLeligible,kia
Kia Sorento Diesel 2.2A CRDi Sunroof,51688,14580.0,20-Apr-2017,92024,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1293175&DL=3451&utm_content=SLeligible,kia
Volkswagen Golf 1.4A TSI EQP Sunroof,19388,13000.0,12-Nov-2015,0,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286852&DL=3079,volkswagen
Toyota Wish 1.8A (COE till 09/2031),82300,12020.0,02-Nov-2011,0,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1279640&DL=1068&utm_content=SLeligible,toyota
BMW i8 Coupe,268800,159900.0,18-Feb-2016,32000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1277252&DL=4430,bmw
Subaru Impreza WRX 5D 2.5M STI (COE till 10/2029),89800,18210.0,07-Nov-2009,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1229583&DL=1034&utm_content=SLeligible,subaru
Audi A3 Sedan Mild Hybrid 1.5A TFSI S-tronic,144800,16960.0,15-Dec-2022,35000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353062&DL=3210,audi
Hyundai Avante 1.6A GLS S,81800,12640.0,14-Oct-2020,86000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1352157&DL=3405,hyundai
Mazda 5 2.0A Sunroof,23888,11090.0,31-Mar-2016,98000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1351800&DL=3811,mazda
BMW 3 Series 318i Highline,150888,18430.0,21-Sep-2021,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1351698&DL=3570,bmw
Honda Jazz 1.5A RS,23800,13010.0,21-Apr-2016,103000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350823&DL=1028,honda
BMW X4 xDrive28i M-Sport Sunroof,77888,26410.0,08-Sep-2016,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349993&DL=3008,bmw
Mercedes-Benz GLC-Class GLC43 AMG 4MATIC,108888,26520.0,19-Apr-2017,119000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1346316&DL=3570&utm_content=SLeligible,mercedes-benz
Mercedes-Benz GLB-Class GLB200 Progressive,157388,22170.0,07-Jan-2021,78000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1341395&DL=3570&utm_content=SLeligible,mercedes-benz
Toyota Harrier Turbo 2.0A M,106800,19170.0,23-Jul-2019,89869,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1338530&DL=1155&utm_content=SLeligible,toyota
Mercedes-Benz S-Class S350L (COE till 05/2026),20888,13840.0,16-Jun-2006,147800,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1332162&DL=3811,mercedes-benz
Honda Jazz 1.3A,9999,,04-Feb-2015,132000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1298552&DL=1068,honda
Mitsubishi Colt Plus 1.5A (COE till 07/2029),46500,10030.0,17-Jul-2009,145523,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1295947&DL=1068&utm_content=SLeligible,mitsubishi
Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,68800,17410.0,28-Mar-2017,114000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1280221&DL=2171&utm_content=SLeligible,land
BMW 3 Series 325i Convertible M-Sport (COE till 03/2030),68800,12930.0,19-Mar-2010,135721,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1266185&DL=2469&utm_content=SLeligible,bmw
Toyota Rav4 2.0A Premium,133800,18560.0,12-Mar-2021,43510,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353572&DL=2425,toyota
Audi A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,145800,20520.0,17-Dec-2020,52000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1348640&DL=3887,audi
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,111888,26540.0,28-Nov-2017,110000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1347451&DL=3887&utm_content=SLeligible,mercedes-benz
Honda City 1.5A SV,33000,12460.0,16-Jan-2017,88000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1346679&DL=3887&utm_content=SLeligible,honda
Mercedes-Benz C-Class C180 Avantgarde (New 5-yr COE),81800,16350.0,02-Feb-2015,106300,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1346106&DL=4604&utm_content=SLeligible,mercedes-benz
Mercedes-Benz GLA-Class GLA180 Urban Edition,72500,15790.0,19-Jun-2018,81000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1345218&DL=4168&utm_content=SLeligible,mercedes-benz
